ticker,current_price,1st_to_2nd_training_return,1st_to_2nd_training_win_rate,1st_to_2nd_training_trades,2nd_to_3rd_training_return,2nd_to_3rd_training_win_rate,2nd_to_3rd_training_trades,3rd_to_4th_training_return,3rd_to_4th_training_win_rate,3rd_to_4th_training_trades,last_to_1st_training_return,last_to_1st_training_win_rate,last_to_1st_training_trades,1st_to_2nd_testing_return,1st_to_2nd_testing_win_rate,1st_to_2nd_testing_trades,2nd_to_3rd_testing_return,2nd_to_3rd_testing_win_rate,2nd_to_3rd_testing_trades,3rd_to_4th_testing_return,3rd_to_4th_testing_win_rate,3rd_to_4th_testing_trades,last_to_1st_testing_return,last_to_1st_testing_win_rate,last_to_1st_testing_trades
PFE,25.795,-2.1769639862392887,33.33333333333333,3,-3.55137805917356,33.33333333333333,3,2.204451768562299,33.33333333333333,3,-4.155740970543775,33.33333333333333,3,,,,,,,,,,,,
LUMN,5.485,48.00977760686962,50.0,4,-8.656477493115911,50.0,4,1.972926942369102,25.0,4,-7.606036892289481,33.33333333333333,3,,,,,,,,,,,,
AUR,6.9,18.76224136641178,40.0,5,55.40395383834511,100.0,4,8.65390938027264,75.0,4,-31.656794976316515,25.0,4,,,,,,,,,,,,
SLB,42.31,-0.1698292211861352,40.0,5,-0.902933461524047,20.0,5,-2.6348908478131983,50.0,4,8.2077751382154,50.0,4,,,,,,,,,,,,
KDP,31.52,5.643262386783876,80.0,5,-3.5614488436646163,60.0,5,-4.035274227663899,60.0,5,-8.26144433956495,20.0,5,,,,,,,,,,,,
AAPL,226.025,4.529454576498959,66.66666666666666,3,0.06877200628914171,50.0,2,3.3251544870389838,50.0,2,-9.475042722694283,0.0,2,,,,,,,,,,,,
PBR,13.61,0.8623962853865352,75.0,4,-7.912456634030107,25.0,4,-3.031199922561323,25.0,4,0.44044008950425706,50.0,4,,,,,,,,,,,,
AMCR,10.015,-1.425802284704536,60.0,5,-3.9571231275046026,40.0,5,-1.0914352412192074,40.0,5,-11.029516040973741,40.0,5,,,,,,,,,,,,
KHC,29.6299,-3.067580288086713,60.0,5,-5.347373185487514,40.0,5,0.068425535333283,40.0,5,-8.388816035268976,0.0,4,,,,,,,,,,,,
MARA,16.24,1.8073222369485498,50.0,2,19.493273216771414,100.0,2,2.5026833922713987,100.0,2,-19.35375845750714,0.0,2,,,,,,,,,,,,
CMCSA,37.58,-5.110525223554719,60.0,5,-6.12795184048861,20.0,5,8.602422054845405,80.0,5,-0.7424554836046537,75.0,4,,,,,,,,,,,,
DOC,19.425,-3.1286735702155677,33.33333333333333,6,-3.4354725115958495,60.0,5,5.754395435481396,80.0,5,-11.170095934171776,20.0,5,,,,,,,,,,,,
ET,19.51,1.3106336521821138,40.0,5,2.3957580963589242,50.0,4,10.727652377272667,100.0,4,4.5276635673427545,100.0,4,,,,,,,,,,,,
PATH,12.98,20.537849918146488,75.0,4,-14.298055064339177,50.0,4,6.449965351909137,50.0,4,-4.931635765153453,33.33333333333333,3,,,,,,,,,,,,
LKQ,39.3,3.907338441460806,66.66666666666666,6,3.4935124958079378,50.0,6,-0.857179693229071,20.0,5,-8.181044267036752,20.0,5,,,,,,,,,,,,
BITO,24.15,33.007247784072355,66.66666666666666,3,3.8900329198229944,100.0,2,12.287788457159031,100.0,2,-13.784032289509607,0.0,2,,,,,,,,,,,,
MRK,98.81,3.1907408486364197,60.0,5,-12.731530218856403,20.0,5,1.7021590173221801,40.0,5,-5.781735383710163,25.0,4,,,,,,,,,,,,
TEVA,21.46,-8.434176650711533,20.0,5,1.8079405089913347,60.0,5,34.4174237549602,60.0,5,-8.148722929453555,25.0,4,,,,,,,,,,,,
CCCS,10.485,3.384681799569389,33.33333333333333,6,8.796615768785632,66.66666666666666,6,4.396302435938537,60.0,5,-13.806051766107974,0.0,5,,,,,,,,,,,,
VTRS,10.695,-0.2889800012745969,33.33333333333333,6,0.694434486897344,40.0,5,1.913703017217827,60.0,5,-12.224704237195926,0.0,5,,,,,,,,,,,,
BMY,59.16,-2.3884883525472134,20.0,5,-5.176505804758569,40.0,5,14.420165083096336,100.0,5,12.32716601371422,100.0,4,,,,,,,,,,,,
HPQ,32.41,1.5355309312212961,40.0,5,-9.575873555512793,20.0,5,10.30964654588069,80.0,5,-10.9185492956264,40.0,5,,,,,,,,,,,,
LABD,7.0195,-14.435535735863503,50.0,4,43.57813829981645,75.0,4,-6.480520985783933,50.0,4,0.24221143509950416,33.33333333333333,3,,,,,,,,,,,,
WU,10.58,-0.7673965673685945,33.33333333333333,6,-0.337328842717044,60.0,5,-5.199143159127262,40.0,5,-7.4924127850836575,0.0,5,,,,,,,,,,,,
TSLS,7.835,-35.81500902531186,25.0,4,-18.381969332271307,50.0,4,-24.7103484275804,25.0,4,10.56035469178398,66.66666666666666,3,,,,,,,,,,,,
HAL,27.3,-6.26248949206194,40.0,5,-5.829138804780976,40.0,5,-4.808776131786918,40.0,5,9.27638245295801,75.0,4,,,,,,,,,,,,
PYPL,85.39,12.061581086803086,75.0,4,1.100921209450778,50.0,4,11.879301751332093,75.0,4,-5.217596761314802,33.33333333333333,3,,,,,,,,,,,,
QUBT,17.5111,58.26250926871515,75.0,4,355.1101846597555,100.0,4,477.4082543302894,75.0,4,-31.893973662503072,25.0,4,,,,,,,,,,,,
SDS,19.66,-12.632434303148276,25.0,4,-1.9552946486441791,50.0,4,-3.241516102985509,50.0,4,4.622272245167647,66.66666666666666,3,,,,,,,,,,,,
AAL,16.93,39.05526493031466,100.0,4,6.1465491888444745,66.66666666666666,3,11.597970302086424,100.0,3,-3.8969726502895985,33.33333333333333,3,,,,,,,,,,,,
GIS,58.53,-12.040755762812982,16.666666666666664,6,-4.726339691449988,20.0,5,2.2378681037482417,40.0,5,-5.248927415154181,20.0,5,,,,,,,,,,,,
CPB,38.28,-13.410517551415547,33.33333333333333,6,-4.864576698647404,20.0,5,3.784573612284925,60.0,5,-12.090245252334785,20.0,5,,,,,,,,,,,,
RGTI,5.9591,75.14439014118388,75.0,4,54.989061643293894,66.66666666666666,3,135.45573490923567,66.66666666666666,3,-16.457196417191078,66.66666666666666,3,,,,,,,,,,,,
S,22.25,-0.3109078735679449,40.0,5,2.3896178267329704,50.0,4,0.36628884585097055,50.0,4,-5.309237363243458,25.0,4,,,,,,,,,,,,
INFY,21.77,11.0115354732512,60.0,5,-10.186804403828798,40.0,5,2.054894679083641,40.0,5,-1.166599730481932,60.0,5,,,,,,,,,,,,
PCG,15.3012,-13.503127852151309,40.0,5,5.009110787774662,60.0,5,-2.4959583615465797,80.0,5,-13.529239505704648,0.0,5,,,,,,,,,,,,
CMG,55.94,13.056611600051893,80.0,5,6.502551162681902,75.0,4,2.7186358614430306,75.0,4,-12.360786725097162,0.0,4,,,,,,,,,,,,
JBLU,7.755,29.045319429531613,60.0,5,16.648395640861647,100.0,4,0.15053917889724655,25.0,4,-16.508644453163456,50.0,4,,,,,,,,,,,,
CAG,24.7391,-1.9594747984952754,40.0,5,-6.11527298119694,40.0,5,3.7883953447263474,60.0,5,-17.063251043203042,20.0,5,,,,,,,,,,,,
VFC,24.72,-3.6857066688884332,40.0,5,0.2427277284109186,60.0,5,5.069486701999715,80.0,5,21.701863169322145,60.0,5,,,,,,,,,,,,
MSTU,9.9899,123.99028423716669,50.0,4,74.01067071711324,75.0,4,14.403004573021772,75.0,4,-27.6092341311046,33.33333333333333,3,,,,,,,,,,,,
RXRX,6.17,41.55387089634919,100.0,4,-23.65924998053488,50.0,4,0.39633805961818425,66.66666666666666,3,14.442280912377914,33.33333333333333,3,,,,,,,,,,,,
MRVL,115.78,25.325598805982217,75.0,4,25.5930542540479,75.0,4,-5.453034854947026,50.0,4,8.616864964198069,100.0,3,,,,,,,,,,,,
CFLT,29.48,6.737649333521478,60.0,5,2.708764026591526,60.0,5,13.121037197892726,60.0,5,17.526972785138994,60.0,5,,,,,,,,,,,,
NVDD,6.43,-2.2799080515243486,40.0,5,-10.826577760549071,40.0,5,13.177886241577541,80.0,5,-11.390909944745875,40.0,5,,,,,,,,,,,,
SPXS,5.82,-18.225526885856922,33.33333333333333,3,-2.5502862252231973,66.66666666666666,3,-6.586146799380266,33.33333333333333,3,6.668294240318362,66.66666666666666,3,,,,,,,,,,,,
TZA,10.48,-26.361398606376063,33.33333333333333,3,4.176988942215565,66.66666666666666,3,-4.531709086607238,0.0,2,8.52905294452797,100.0,2,,,,,,,,,,,,
ULTY,8.14,-3.490698068909792,50.0,6,-13.573852286559395,40.0,5,-7.930935391782179,40.0,5,-0.46422842682903864,40.0,5,,,,,,,,,,,,
SPXU,20.855,-18.378850926463596,33.33333333333333,3,-2.4731770664043418,66.66666666666666,3,-6.635196782790098,33.33333333333333,3,6.79869902213841,66.66666666666666,3,,,,,,,,,,,,
NVO,85.92,0.013721494928820022,50.0,4,-9.532214392548944,25.0,4,-25.416660198806163,25.0,4,0.3921222975196592,33.33333333333333,3,,,,,,,,,,,,
AVTR,18.055,-6.996927099823735,66.66666666666666,6,-7.010370740035388,40.0,5,-6.990465271289392,40.0,5,-2.5468672450301266,20.0,5,,,,,,,,,,,,
UAA,8.36,5.349964103937532,60.0,5,-8.088861881521403,80.0,5,-7.878242921093371,40.0,5,1.0575550417507795,50.0,4,,,,,,,,,,,,
SNAP,11.33,3.19020114799633,50.0,4,-6.515377741623684,33.33333333333333,3,20.565591165119113,100.0,3,15.89446749143173,66.66666666666666,3,,,,,,,,,,,,
FAZ,5.3143,-18.813558418199484,60.0,5,-18.379296138737423,20.0,5,-8.764753227783261,40.0,5,8.43089600318141,75.0,4,,,,,,,,,,,,
COTY,6.705,-12.25823061014274,16.666666666666664,6,-15.314219602052859,40.0,5,6.571072974555436,60.0,5,-9.320259096943195,20.0,5,,,,,,,,,,,,
TSLY,16.575,18.412396418061228,50.0,4,16.753933848763957,75.0,4,21.013415343768838,100.0,3,-24.703159011912078,0.0,3,,,,,,,,,,,,
UNH,547.245,12.442944389380628,60.0,5,-24.19432073610196,0.0,5,4.165309036539888,60.0,5,0.786863056038567,60.0,5,,,,,,,,,,,,
SOUN,6.365,68.25193879461628,100.0,3,7.432432432432412,100.0,2,16.140422321015315,100.0,2,-15.315162187193486,50.0,2,,,,,,,,,,,,
MRNA,43.383,-14.983888038944082,50.0,4,-28.656451044845056,0.0,4,-1.3023139129890504,50.0,4,-4.1273433246265645,50.0,4,,,,,,,,,,,,
TSLG,6.2,-48.74520065687899,12.5,8,14.321414521859865,50.0,8,35.27389250643718,25.0,8,-51.20979547162274,0.0,8,-0.12483530597106052,50.0,2.0,29.683364511882495,100.0,2.0,23.857841984912298,100.0,2.0,-11.056511056511065,0.0,1.0
DJT,35.99,62.26789574825848,50.0,2,-0.09667978616513251,50.0,2,6.601567210555492,50.0,2,-17.17163049885768,50.0,2,,,,,,,,,,,,
CONY,16.5,45.13945144228151,50.0,4,-10.323314062220756,66.66666666666666,3,5.961907412583467,66.66666666666666,3,-15.600740696796544,0.0,3,,,,,,,,,,,,
CNC,58.91,-15.187807679069154,40.0,5,-11.439471822428192,40.0,5,9.466253421513592,80.0,5,-1.7956035450970576,40.0,5,,,,,,,,,,,,
TSLQ,41.36,-53.89733801625708,33.33333333333333,3,-5.668698525841376,66.66666666666666,3,-54.0409325078619,0.0,3,21.38615336993619,66.66666666666666,3,,,,,,,,,,,,
PLTD,10.89,-33.501714050254705,25.0,8,-30.36707124699275,12.5,8,-15.348059037209937,12.5,8,-3.236139309116215,37.5,8,2.5688073394495303,100.0,1.0,-6.887298747763859,0.0,1.0,,,,,,
UVIX,36.15,-48.93854906727759,0.0,3,-15.227793181864957,0.0,2,-3.232499655505039,50.0,2,40.76485833133696,100.0,2,,,,,,,,,,,,
NVD,28.2,-24.674378622994286,33.33333333333333,3,-19.827272424831555,33.33333333333333,3,3.994124997259796,100.0,2,-4.603268087071988,50.0,2,,,,,,,,,,,,
UVXY,22.04,-38.64170355136201,0.0,3,-11.053333889606165,33.33333333333333,3,-1.5033425063528338,50.0,2,30.143058454462523,100.0,2,,,,,,,,,,,,
MSTZ,17.64,-75.63583380011869,25.0,4,-55.95786054728138,0.0,4,-46.51724158797784,25.0,4,-39.816018251490945,50.0,4,,,,,,,,,,,,
ETHD,7.08,-49.00992254535147,50.0,8,-16.35981551609973,50.0,8,-42.527979897399725,37.5,8,69.94103747877318,50.0,8,-69.2597506151972,0.0,3.0,-16.791129646450788,0.0,2.0,13.3743272032111,50.0,2.0,0.5989454551864837,50.0,2.0
JDST,20.2984,-14.489210079454661,33.33333333333333,6,-37.45113008252455,33.33333333333333,6,20.906478400305907,83.33333333333334,6,-0.6730433934853175,50.0,6,,,,,,,,,,,,
GDXD,9.93,-18.872504127596645,33.33333333333333,6,-46.71384260327791,33.33333333333333,6,28.767712835421854,66.66666666666666,6,-0.9694277906010851,66.66666666666666,6,,,,,,,,,,,,
HOLO,110.824,-20.8328987122808,33.33333333333333,3,-35.835302134567634,0.0,2,-25.696805544612854,0.0,2,-39.84455771136452,0.0,2,,,,,,,,,,,,
VCIG,20.162,-71.75269383733396,16.666666666666664,6,-62.2444046839538,0.0,6,-1.0226946968451278,60.0,5,9.727817603156396,40.0,5,,,,,,,,,,,,
