ticker,current_price,1st_to_2nd_basic_training_return,1st_to_2nd_basic_training_win_rate,1st_to_2nd_basic_training_trades,1st_to_2nd_basic_testing_return,1st_to_2nd_basic_testing_win_rate,1st_to_2nd_basic_testing_trades,1st_to_2nd_rsi_filter_training_return,1st_to_2nd_rsi_filter_training_win_rate,1st_to_2nd_rsi_filter_training_trades,1st_to_2nd_rsi_filter_testing_return,1st_to_2nd_rsi_filter_testing_win_rate,1st_to_2nd_rsi_filter_testing_trades,1st_to_2nd_double_down_training_return,1st_to_2nd_double_down_training_win_rate,1st_to_2nd_double_down_training_trades,1st_to_2nd_double_down_testing_return,1st_to_2nd_double_down_testing_win_rate,1st_to_2nd_double_down_testing_trades,1st_to_2nd_double_down_double_down_triggers,1st_to_2nd_stop_loss_training_return,1st_to_2nd_stop_loss_training_win_rate,1st_to_2nd_stop_loss_training_trades,1st_to_2nd_stop_loss_testing_return,1st_to_2nd_stop_loss_testing_win_rate,1st_to_2nd_stop_loss_testing_trades,1st_to_2nd_stop_loss_stop_loss_triggers,2nd_to_3rd_basic_training_return,2nd_to_3rd_basic_training_win_rate,2nd_to_3rd_basic_training_trades,2nd_to_3rd_basic_testing_return,2nd_to_3rd_basic_testing_win_rate,2nd_to_3rd_basic_testing_trades,2nd_to_3rd_rsi_filter_training_return,2nd_to_3rd_rsi_filter_training_win_rate,2nd_to_3rd_rsi_filter_training_trades,2nd_to_3rd_rsi_filter_testing_return,2nd_to_3rd_rsi_filter_testing_win_rate,2nd_to_3rd_rsi_filter_testing_trades,2nd_to_3rd_double_down_training_return,2nd_to_3rd_double_down_training_win_rate,2nd_to_3rd_double_down_training_trades,2nd_to_3rd_double_down_testing_return,2nd_to_3rd_double_down_testing_win_rate,2nd_to_3rd_double_down_testing_trades,2nd_to_3rd_double_down_double_down_triggers,2nd_to_3rd_stop_loss_training_return,2nd_to_3rd_stop_loss_training_win_rate,2nd_to_3rd_stop_loss_training_trades,2nd_to_3rd_stop_loss_testing_return,2nd_to_3rd_stop_loss_testing_win_rate,2nd_to_3rd_stop_loss_testing_trades,2nd_to_3rd_stop_loss_stop_loss_triggers,3rd_to_4th_basic_training_return,3rd_to_4th_basic_training_win_rate,3rd_to_4th_basic_training_trades,3rd_to_4th_rsi_filter_training_return,3rd_to_4th_rsi_filter_training_win_rate,3rd_to_4th_rsi_filter_training_trades,3rd_to_4th_double_down_training_return,3rd_to_4th_double_down_training_win_rate,3rd_to_4th_double_down_training_trades,3rd_to_4th_stop_loss_training_return,3rd_to_4th_stop_loss_training_win_rate,3rd_to_4th_stop_loss_training_trades,last_to_1st_basic_training_return,last_to_1st_basic_training_win_rate,last_to_1st_basic_training_trades,last_to_1st_rsi_filter_training_return,last_to_1st_rsi_filter_training_win_rate,last_to_1st_rsi_filter_training_trades,last_to_1st_double_down_training_return,last_to_1st_double_down_training_win_rate,last_to_1st_double_down_training_trades,last_to_1st_stop_loss_training_return,last_to_1st_stop_loss_training_win_rate,last_to_1st_stop_loss_training_trades,3rd_to_4th_basic_testing_return,3rd_to_4th_basic_testing_win_rate,3rd_to_4th_basic_testing_trades,3rd_to_4th_rsi_filter_testing_return,3rd_to_4th_rsi_filter_testing_win_rate,3rd_to_4th_rsi_filter_testing_trades,3rd_to_4th_double_down_testing_return,3rd_to_4th_double_down_testing_win_rate,3rd_to_4th_double_down_testing_trades,3rd_to_4th_double_down_double_down_triggers,3rd_to_4th_stop_loss_testing_return,3rd_to_4th_stop_loss_testing_win_rate,3rd_to_4th_stop_loss_testing_trades,3rd_to_4th_stop_loss_stop_loss_triggers,last_to_1st_basic_testing_return,last_to_1st_basic_testing_win_rate,last_to_1st_basic_testing_trades,last_to_1st_rsi_filter_testing_return,last_to_1st_rsi_filter_testing_win_rate,last_to_1st_rsi_filter_testing_trades,last_to_1st_double_down_testing_return,last_to_1st_double_down_testing_win_rate,last_to_1st_double_down_testing_trades,last_to_1st_double_down_double_down_triggers,last_to_1st_stop_loss_testing_return,last_to_1st_stop_loss_testing_win_rate,last_to_1st_stop_loss_testing_trades,last_to_1st_stop_loss_stop_loss_triggers
GDX,51.115,33.244575199310674,100.0,4,,,,30.30452516662432,100.0,3.0,,,,33.244575199310674,100.0,4,,,,,33.244575199310674,100.0,4,,,,,15.834273461334568,66.66666666666666,3,,,,17.060622843504603,100.0,2.0,,,,15.834273461334568,66.66666666666666,3,,,,,15.834273461334568,66.66666666666666,3,,,,,-2.7438042993371936,0.0,3,-2.7438042993371936,0.0,3,-2.7438042993371936,0.0,3,-2.7438042993371936,0.0,3,-7.269562947418717,33.33333333333333,3,-7.269562947418717,33.33333333333333,3,-7.269562947418717,33.33333333333333,3,-7.269562947418717,33.33333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,17.515,13.073717639346526,50.0,4,15.576789957011727,100.0,2.0,15.32077689502158,66.66666666666666,3.0,15.576789957011727,100.0,2.0,16.05085815813345,50.0,4,15.576789957011727,100.0,2.0,0.0,13.073717639346526,50.0,4,15.576789957011727,100.0,2.0,0.0,19.501248473076927,50.0,4,-0.04318385031510941,50.0,2.0,19.501248473076927,50.0,4.0,-0.04318385031510941,50.0,2.0,19.501248473076927,50.0,4,-0.04318385031510941,50.0,2.0,0.0,19.501248473076927,50.0,4,-0.04318385031510941,50.0,2.0,0.0,11.63802167512391,75.0,4,14.204412978000303,100.0,3,11.63802167512391,75.0,4,11.63802167512391,75.0,4,-16.50731972638093,25.0,4,-16.50731972638093,25.0,4,-16.50731972638093,25.0,4,-16.50731972638093,25.0,4,-6.978967609473219,0.0,2.0,-6.978967609473219,0.0,2.0,-4.409615531042677,0.0,2.0,1.0,-6.978967609473219,0.0,2.0,0.0,0.31250000000000444,100.0,1.0,0.31250000000000444,100.0,1.0,0.31250000000000444,100.0,1.0,0.0,0.31250000000000444,100.0,1.0,0.0
RKT,12.4,-14.97758295553826,25.0,4,-2.097315436241609,0.0,1.0,-11.754564267192558,33.33333333333333,3.0,-2.097315436241609,0.0,1.0,-6.1180772789625415,25.0,4,-2.097315436241609,0.0,1.0,0.0,-21.393121231160816,25.0,4,-2.097315436241609,0.0,1.0,0.0,24.015545010421093,75.0,4,11.053984575835486,100.0,1.0,24.015545010421093,75.0,4.0,11.053984575835486,100.0,1.0,28.04978563124203,75.0,4,11.053984575835486,100.0,1.0,0.0,24.015545010421093,75.0,4,11.053984575835486,100.0,1.0,0.0,1.2245059740270348,50.0,4,1.2245059740270348,50.0,4,5.921269181536348,50.0,4,1.2245059740270348,50.0,4,17.821790580136245,50.0,4,17.821790580136245,50.0,4,17.821790580136245,50.0,4,17.821790580136245,50.0,4,0.8487654320987525,100.0,1.0,0.8487654320987525,100.0,1.0,0.8487654320987525,100.0,1.0,0.0,0.8487654320987525,100.0,1.0,0.0,-5.1262433052792655,0.0,1.0,-5.1262433052792655,0.0,1.0,-5.1262433052792655,0.0,1.0,0.0,-5.1262433052792655,0.0,1.0,0.0
FSM,6.795,35.31984758662687,75.0,4,-2.0137498483193683,50.0,2.0,40.414241848711654,100.0,3.0,-2.0137498483193683,50.0,2.0,35.31984758662687,75.0,4,3.7957116231241317,50.0,2.0,1.0,35.31984758662687,75.0,4,-5.711344193665813,50.0,2.0,1.0,4.075255056018112,50.0,4,-0.4492362982929099,0.0,1.0,4.075255056018112,50.0,4.0,-0.4492362982929099,0.0,1.0,4.075255056018112,50.0,4,-0.4492362982929099,0.0,1.0,0.0,4.075255056018112,50.0,4,-0.4492362982929099,0.0,1.0,0.0,-4.350057578936751,50.0,4,-4.350057578936751,50.0,4,-4.350057578936751,50.0,4,-4.350057578936751,50.0,4,-1.4028097419491958,25.0,4,-1.4028097419491958,25.0,4,-1.4028097419491958,25.0,4,-1.4028097419491958,25.0,4,5.324909747292428,100.0,1.0,5.324909747292428,100.0,1.0,5.324909747292428,100.0,1.0,0.0,5.324909747292428,100.0,1.0,0.0,12.425021422450722,100.0,1.0,12.425021422450722,100.0,1.0,12.425021422450722,100.0,1.0,0.0,12.425021422450722,100.0,1.0,0.0
U,21.37,-20.484136619457338,25.0,4,,,,-8.648365249911127,33.33333333333333,3.0,,,,-13.510886820378342,25.0,4,,,,,-23.378953765569264,25.0,4,,,,,15.494227417418728,75.0,4,,,,15.494227417418728,75.0,4.0,,,,15.494227417418728,75.0,4,,,,,15.494227417418728,75.0,4,,,,,49.17516396568846,75.0,4,49.17516396568846,75.0,4,49.17516396568846,75.0,4,49.17516396568846,75.0,4,-24.933012552027023,0.0,3,-24.933012552027023,0.0,3,-22.083624191020768,0.0,3,-24.933012552027023,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP,6.395,-11.764208819286226,25.0,4,-14.057454984444973,50.0,2.0,-4.29494649608163,33.33333333333333,3.0,-14.057454984444973,50.0,2.0,-4.541291550145765,25.0,4,-14.057454984444973,50.0,2.0,0.0,-11.764208819286226,25.0,4,-14.057454984444973,50.0,2.0,0.0,29.084018814873236,75.0,4,-3.6349574632637216,0.0,1.0,29.084018814873236,75.0,4.0,-3.6349574632637216,0.0,1.0,29.084018814873236,75.0,4,-0.9145129224651938,0.0,1.0,1.0,29.084018814873236,75.0,4,-3.6349574632637216,0.0,1.0,0.0,36.473796113807126,100.0,4,36.473796113807126,100.0,4,36.473796113807126,100.0,4,36.473796113807126,100.0,4,-3.9003894345191803,50.0,4,-3.9003894345191803,50.0,4,-3.9003894345191803,50.0,4,-3.9003894345191803,50.0,4,-3.93258426966292,0.0,1.0,-3.93258426966292,0.0,1.0,-0.951592883740171,0.0,1.0,1.0,-3.93258426966292,0.0,1.0,0.0,-2.3391812865497186,0.0,1.0,-2.3391812865497186,0.0,1.0,-2.3391812865497186,0.0,1.0,0.0,-2.3391812865497186,0.0,1.0,0.0
CX,6.935,6.459114148663536,50.0,4,6.501953163728635,50.0,2.0,13.285953252992332,66.66666666666666,3.0,6.501953163728635,50.0,2.0,6.459114148663536,50.0,4,6.501953163728635,50.0,2.0,0.0,6.459114148663536,50.0,4,6.501953163728635,50.0,2.0,0.0,6.038093695349223,75.0,4,7.523569337011904,100.0,2.0,6.038093695349223,75.0,4.0,7.523569337011904,100.0,2.0,6.038093695349223,75.0,4,7.523569337011904,100.0,2.0,0.0,6.038093695349223,75.0,4,7.523569337011904,100.0,2.0,0.0,18.942189888919224,50.0,4,18.942189888919224,50.0,4,18.942189888919224,50.0,4,18.942189888919224,50.0,4,-13.985381863449541,25.0,4,-13.985381863449541,25.0,4,-13.985381863449541,25.0,4,-13.985381863449541,25.0,4,2.3919864832247173,50.0,2.0,-1.6666666666666718,0.0,1.0,2.3919864832247173,50.0,2.0,0.0,2.3919864832247173,50.0,2.0,0.0,-5.21557719054242,0.0,1.0,,,,-5.21557719054242,0.0,1.0,0.0,-5.21557719054242,0.0,1.0,0.0
APH,94.64,2.8983773867130136,50.0,4,8.301920268411255,100.0,2.0,7.175768952554162,66.66666666666666,3.0,,,,2.8983773867130136,50.0,4,8.301920268411255,100.0,2.0,0.0,2.8983773867130136,50.0,4,8.301920268411255,100.0,2.0,0.0,2.6476160573906338,50.0,4,2.237215909090917,100.0,1.0,2.6476160573906338,50.0,4.0,,,,2.6476160573906338,50.0,4,2.237215909090917,100.0,1.0,0.0,2.6476160573906338,50.0,4,2.237215909090917,100.0,1.0,0.0,16.895800452647023,50.0,4,16.895800452647023,50.0,4,16.895800452647023,50.0,4,16.895800452647023,50.0,4,-3.528617470114981,50.0,4,-3.528617470114981,50.0,4,-3.528617470114981,50.0,4,-3.528617470114981,50.0,4,2.280884566400365,100.0,1.0,,,,2.280884566400365,100.0,1.0,0.0,2.280884566400365,100.0,1.0,0.0,2.2866198777450775,100.0,1.0,,,,2.2866198777450775,100.0,1.0,0.0,2.2866198777450775,100.0,1.0,0.0
RUN,11.77,-1.0047023488617302,50.0,4,57.24533715925397,100.0,1.0,11.726174406685885,66.66666666666666,3.0,57.24533715925397,100.0,1.0,7.794116522165817,50.0,4,57.24533715925397,100.0,1.0,0.0,-1.0047023488617302,50.0,4,57.24533715925397,100.0,1.0,0.0,-3.3278229116815106,25.0,4,3.0109489051094673,100.0,1.0,-3.3278229116815106,25.0,4.0,,,,2.2120248076111126,50.0,4,3.0109489051094673,100.0,1.0,0.0,-13.807003629797876,25.0,4,3.0109489051094673,100.0,1.0,0.0,11.01929723144801,50.0,4,11.01929723144801,50.0,4,11.01929723144801,50.0,4,11.01929723144801,50.0,4,-34.766813531966214,25.0,4,-34.766813531966214,25.0,4,-29.69075505503995,25.0,4,-34.766813531966214,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQX,6.4298,37.96440811218782,75.0,4,-4.91093620085109,50.0,2.0,20.482616673314723,66.66666666666666,3.0,-4.91093620085109,50.0,2.0,37.96440811218782,75.0,4,-4.91093620085109,50.0,2.0,0.0,37.96440811218782,75.0,4,-4.91093620085109,50.0,2.0,0.0,15.834561630613386,75.0,4,0.40584415584414835,100.0,1.0,13.02143656244137,66.66666666666666,3.0,0.40584415584414835,100.0,1.0,15.834561630613386,75.0,4,0.40584415584414835,100.0,1.0,0.0,15.834561630613386,75.0,4,0.40584415584414835,100.0,1.0,0.0,-12.500457343408634,0.0,4,-12.500457343408634,0.0,4,-12.500457343408634,0.0,4,-12.500457343408634,0.0,4,-10.029227922325745,25.0,4,-10.029227922325745,25.0,4,-3.9761553137647176,50.0,4,-10.029227922325745,25.0,4,7.841552142279706,100.0,1.0,7.841552142279706,100.0,1.0,7.841552142279706,100.0,1.0,0.0,7.841552142279706,100.0,1.0,0.0,2.998500749625199,100.0,1.0,2.998500749625199,100.0,1.0,2.998500749625199,100.0,1.0,0.0,2.998500749625199,100.0,1.0,0.0
TPR,83.69,-9.656299774455734,50.0,4,13.565512790946443,100.0,2.0,-8.438547337687863,66.66666666666666,3.0,13.565512790946443,100.0,2.0,-6.0943617727317605,50.0,4,13.565512790946443,100.0,2.0,0.0,-9.656299774455734,50.0,4,13.565512790946443,100.0,2.0,0.0,24.651091437265737,75.0,4,6.084864222046216,50.0,2.0,24.651091437265737,75.0,4.0,6.36834132794748,100.0,1.0,24.651091437265737,75.0,4,6.084864222046216,50.0,2.0,0.0,24.651091437265737,75.0,4,6.084864222046216,50.0,2.0,0.0,8.230181552228322,50.0,4,16.530884236734522,100.0,2,8.230181552228322,50.0,4,8.230181552228322,50.0,4,-4.439142940728336,50.0,4,-4.439142940728336,50.0,4,-0.6767934155357924,50.0,4,-4.439142940728336,50.0,4,-1.749058666342762,0.0,1.0,,,,-1.749058666342762,0.0,1.0,0.0,-1.749058666342762,0.0,1.0,0.0,-2.8804549388057876,0.0,1.0,-2.8804549388057876,0.0,1.0,-2.8804549388057876,0.0,1.0,0.0,-2.8804549388057876,0.0,1.0,0.0
HL,5.035,33.99785873719241,100.0,4,4.493207941483801,100.0,1.0,33.60490313972257,100.0,3.0,4.493207941483801,100.0,1.0,33.99785873719241,100.0,4,4.493207941483801,100.0,1.0,0.0,33.99785873719241,100.0,4,4.493207941483801,100.0,1.0,0.0,13.679168920769014,75.0,4,-1.19999999999999,0.0,1.0,13.679168920769014,75.0,4.0,-1.19999999999999,0.0,1.0,13.679168920769014,75.0,4,-1.19999999999999,0.0,1.0,0.0,13.679168920769014,75.0,4,-1.19999999999999,0.0,1.0,0.0,-11.12932606112933,0.0,4,-11.12932606112933,0.0,4,-11.12932606112933,0.0,4,-11.12932606112933,0.0,4,-26.634913849498055,25.0,4,-26.634913849498055,25.0,4,-23.948852027490275,25.0,4,-26.634913849498055,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG,5.645,21.429900300545302,50.0,4,-3.482587064676612,0.0,1.0,26.34830310299765,66.66666666666666,3.0,-3.482587064676612,0.0,1.0,21.429900300545302,50.0,4,0.95403295750216,100.0,1.0,1.0,21.429900300545302,50.0,4,-3.482587064676612,0.0,1.0,0.0,20.787363744832675,50.0,4,,,,20.787363744832675,50.0,4.0,,,,20.787363744832675,50.0,4,,,,,20.787363744832675,50.0,4,,,,,-7.932956556014048,25.0,4,-6.210839196630136,33.33333333333333,3,-7.932956556014048,25.0,4,-7.932956556014048,25.0,4,-19.740431109212242,25.0,4,-19.740431109212242,25.0,4,-14.846353697898252,25.0,4,-19.740431109212242,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITUB,6.755,9.238695685464759,75.0,4,5.285496105387932,100.0,2.0,6.6847633082437685,100.0,2.0,5.285496105387932,100.0,2.0,9.238695685464759,75.0,4,5.285496105387932,100.0,2.0,0.0,9.238695685464759,75.0,4,5.285496105387932,100.0,2.0,0.0,23.78351298062644,100.0,4,8.473059265836657,100.0,2.0,21.328098204956202,100.0,3.0,8.473059265836657,100.0,2.0,23.78351298062644,100.0,4,8.473059265836657,100.0,2.0,0.0,23.78351298062644,100.0,4,8.473059265836657,100.0,2.0,0.0,4.32805685615103,50.0,4,6.041351242447046,66.66666666666666,3,4.32805685615103,50.0,4,4.32805685615103,50.0,4,-4.228813624905525,25.0,4,-3.293700332390359,33.33333333333333,3,-4.228813624905525,25.0,4,-4.228813624905525,25.0,4,-1.1730205278592365,0.0,1.0,,,,-1.1730205278592365,0.0,1.0,0.0,-1.1730205278592365,0.0,1.0,0.0,-2.8931750741839846,0.0,1.0,-2.8931750741839846,0.0,1.0,-2.8931750741839846,0.0,1.0,0.0,-2.8931750741839846,0.0,1.0,0.0
UBER,74.035,26.363312277178743,50.0,4,,,,27.613672346902707,66.66666666666666,3.0,,,,26.363312277178743,50.0,4,,,,,26.363312277178743,50.0,4,,,,,6.459752103090177,66.66666666666666,3,,,,2.691207504103499,50.0,2.0,,,,6.459752103090177,66.66666666666666,3,,,,,6.459752103090177,66.66666666666666,3,,,,,0.04788505039734492,66.66666666666666,3,6.712506630118886,100.0,2,0.04788505039734492,66.66666666666666,3,0.04788505039734492,66.66666666666666,3,-14.113537430479328,0.0,3,-12.283452438464149,0.0,2,-14.113537430479328,0.0,3,-14.113537430479328,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,77.14,19.79923732810367,100.0,4,4.733420869229632,50.0,2.0,14.749878116313543,100.0,3.0,-1.6920233186406897,0.0,1.0,19.79923732810367,100.0,4,4.733420869229632,50.0,2.0,0.0,19.79923732810367,100.0,4,4.733420869229632,50.0,2.0,0.0,-1.1359701883494222,25.0,4,1.830424581364709,50.0,2.0,-1.1359701883494222,25.0,4.0,4.787387908591256,100.0,1.0,1.7979242249994254,50.0,4,1.830424581364709,50.0,2.0,0.0,-1.1359701883494222,25.0,4,1.830424581364709,50.0,2.0,0.0,3.208161069392146,75.0,4,3.208161069392146,75.0,4,3.208161069392146,75.0,4,3.208161069392146,75.0,4,-10.2212050078347,50.0,4,-10.2212050078347,50.0,4,-5.834531271706722,50.0,4,-10.2212050078347,50.0,4,-0.02760524499654249,0.0,1.0,-0.02760524499654249,0.0,1.0,-0.02760524499654249,0.0,1.0,0.0,-0.02760524499654249,0.0,1.0,0.0,2.871738230015186,100.0,1.0,2.871738230015186,100.0,1.0,2.871738230015186,100.0,1.0,0.0,2.871738230015186,100.0,1.0,0.0
AMDL,5.0898,-27.31654649351316,0.0,3,,,,-10.747768749426056,0.0,2.0,,,,-15.784945077948487,0.0,3,,,,,-28.89220177931813,0.0,3,,,,,34.11995889226584,100.0,3,,,,34.11995889226584,100.0,3.0,,,,34.11995889226584,100.0,3,,,,,34.11995889226584,100.0,3,,,,,-7.541321304256843,33.33333333333333,3,-7.541321304256843,33.33333333333333,3,-7.541321304256843,33.33333333333333,3,-7.541321304256843,33.33333333333333,3,-19.56738477764931,0.0,2,-19.56738477764931,0.0,2,-12.735760105898287,0.0,2,-17.149450306223702,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRCX,83.68,5.892221074728998,50.0,4,11.324583953456923,100.0,1.0,10.898138589945837,66.66666666666666,3.0,11.324583953456923,100.0,1.0,5.892221074728998,50.0,4,11.324583953456923,100.0,1.0,0.0,5.892221074728998,50.0,4,11.324583953456923,100.0,1.0,0.0,10.34263365317969,75.0,4,1.847350510452106,100.0,1.0,10.34263365317969,75.0,4.0,1.847350510452106,100.0,1.0,13.806303767853478,75.0,4,1.847350510452106,100.0,1.0,0.0,10.34263365317969,75.0,4,1.847350510452106,100.0,1.0,0.0,1.9750688838521269,25.0,4,1.9750688838521269,25.0,4,1.9750688838521269,25.0,4,1.9750688838521269,25.0,4,-14.686900110472568,50.0,4,-14.686900110472568,50.0,4,-5.997783918042455,50.0,4,-10.601522677228292,50.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORCL,150.145,-4.217706578751956,50.0,4,,,,3.1697906461357395,66.66666666666666,3.0,,,,2.7190781935944264,50.0,4,,,,,-4.217706578751956,50.0,4,,,,,6.174908796548584,75.0,4,,,,6.174908796548584,75.0,4.0,,,,6.174908796548584,75.0,4,,,,,6.174908796548584,75.0,4,,,,,-0.36751346033994103,50.0,4,-0.36751346033994103,50.0,4,-0.36751346033994103,50.0,4,-0.36751346033994103,50.0,4,-1.540892200002919,50.0,4,-1.540892200002919,50.0,4,-1.540892200002919,50.0,4,-1.540892200002919,50.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,105.8302,-13.841444930259394,0.0,3,,,,-4.884185689945486,0.0,2.0,,,,-9.075913902860078,0.0,3,,,,,-14.854643106622767,0.0,3,,,,,17.973802358565894,100.0,3,,,,17.973802358565894,100.0,3.0,,,,17.973802358565894,100.0,3,,,,,17.973802358565894,100.0,3,,,,,-10.941485700940346,0.0,2,-10.941485700940346,0.0,2,-10.941485700940346,0.0,2,-10.941485700940346,0.0,2,-9.757156845650105,0.0,2,-9.757156845650105,0.0,2,-6.010801095358742,0.0,2,-9.757156845650105,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,75.92,-4.7608907664509985,75.0,4,6.669039145907485,100.0,1.0,-4.826302242572944,66.66666666666666,3.0,6.669039145907485,100.0,1.0,-0.49087351830521264,75.0,4,6.669039145907485,100.0,1.0,0.0,-4.7608907664509985,75.0,4,6.669039145907485,100.0,1.0,0.0,21.136433626221816,75.0,4,1.5947154200306901,100.0,1.0,21.136433626221816,75.0,4.0,1.5947154200306901,100.0,1.0,21.136433626221816,75.0,4,1.5947154200306901,100.0,1.0,0.0,21.136433626221816,75.0,4,1.5947154200306901,100.0,1.0,0.0,6.094835352343786,50.0,4,6.879947602114456,66.66666666666666,3,6.094835352343786,50.0,4,6.094835352343786,50.0,4,-17.78154863840864,25.0,4,-16.25286386434889,33.33333333333333,3,-12.890331230563422,25.0,4,-11.89782128446848,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NU,12.015,11.968038760683486,50.0,4,,,,12.676057072629998,66.66666666666666,3.0,,,,11.968038760683486,50.0,4,,,,,11.968038760683486,50.0,4,,,,,18.176240732990955,75.0,4,,,,21.667414757599257,100.0,3.0,,,,18.176240732990955,75.0,4,,,,,18.176240732990955,75.0,4,,,,,-13.731956196971007,33.33333333333333,3,-13.731956196971007,33.33333333333333,3,-13.731956196971007,33.33333333333333,3,-13.731956196971007,33.33333333333333,3,-3.9818896020589523,33.33333333333333,3,-3.9818896020589523,33.33333333333333,3,-3.9818896020589523,33.33333333333333,3,-3.9818896020589523,33.33333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEC,6.415,4.435809021273651,50.0,4,6.321839080459779,100.0,1.0,14.147293408087336,66.66666666666666,3.0,6.321839080459779,100.0,1.0,8.778402307093458,50.0,4,6.321839080459779,100.0,1.0,0.0,4.435809021273651,50.0,4,6.321839080459779,100.0,1.0,0.0,12.941812650798813,75.0,4,-6.936936936936933,0.0,1.0,12.941812650798813,75.0,4.0,-6.936936936936933,0.0,1.0,12.941812650798813,75.0,4,-6.936936936936933,0.0,1.0,0.0,12.941812650798813,75.0,4,-6.936936936936933,0.0,1.0,0.0,-4.566288852766764,50.0,4,-4.566288852766764,50.0,4,-1.2887674598314747,50.0,4,-4.566288852766764,50.0,4,-29.925378498628785,0.0,4,-29.925378498628785,0.0,4,-27.346875110050174,0.0,4,-29.925378498628785,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MU,88.51,-1.7327538159321643,33.33333333333333,3,,,,2.5977022369837455,50.0,2.0,,,,-1.7327538159321643,33.33333333333333,3,,,,,-1.7327538159321643,33.33333333333333,3,,,,,51.57738439163793,100.0,3,,,,51.57738439163793,100.0,3.0,,,,51.57738439163793,100.0,3,,,,,51.57738439163793,100.0,3,,,,,-30.085639439355173,0.0,3,-30.085639439355173,0.0,3,-30.085639439355173,0.0,3,-30.085639439355173,0.0,3,-6.3339241638643795,0.0,2,-6.3339241638643795,0.0,2,-6.3339241638643795,0.0,2,-6.3339241638643795,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBKR,50.468,-2.9020114425753807,50.0,4,7.994113850080797,50.0,2.0,-0.5424803022525571,50.0,2.0,7.994113850080797,50.0,2.0,0.03403437352853533,50.0,4,7.994113850080797,50.0,2.0,0.0,-2.9020114425753807,50.0,4,7.994113850080797,50.0,2.0,0.0,1.3453836997326052,75.0,4,8.018079078938346,100.0,2.0,1.3453836997326052,75.0,4.0,8.018079078938346,100.0,2.0,5.447719994086042,75.0,4,8.018079078938346,100.0,2.0,0.0,1.3453836997326052,75.0,4,8.018079078938346,100.0,2.0,0.0,9.676478778466358,75.0,4,9.676478778466358,75.0,4,9.676478778466358,75.0,4,9.676478778466358,75.0,4,-4.8640459760575405,50.0,4,-4.8640459760575405,50.0,4,-2.351604744538238,50.0,4,-4.8640459760575405,50.0,4,-1.6102380108309888,50.0,2.0,-3.7674615493156427,0.0,1.0,-1.6102380108309888,50.0,2.0,0.0,-1.6102380108309888,50.0,2.0,0.0,-2.013738590382985,0.0,1.0,,,,-2.013738590382985,0.0,1.0,0.0,-2.013738590382985,0.0,1.0,0.0
ARRY,7.52,16.879575632847256,50.0,4,58.44636003466634,100.0,2.0,17.497986085931117,66.66666666666666,3.0,58.44636003466634,100.0,2.0,16.879575632847256,50.0,4,58.44636003466634,100.0,2.0,0.0,16.879575632847256,50.0,4,58.44636003466634,100.0,2.0,0.0,-7.431552625484161,25.0,4,6.368960468521223,100.0,1.0,-10.124423269180083,0.0,3.0,,,,-0.7805732167108559,25.0,4,6.368960468521223,100.0,1.0,0.0,-7.431552625484161,25.0,4,6.368960468521223,100.0,1.0,0.0,14.488856771322123,50.0,4,14.488856771322123,50.0,4,18.47699876590514,50.0,4,14.488856771322123,50.0,4,-32.776016035491175,0.0,4,-32.776016035491175,0.0,4,-29.478235690062437,0.0,4,-32.776016035491175,0.0,4,-3.7852718513420425,0.0,1.0,-3.7852718513420425,0.0,1.0,-1.2683974123562702,0.0,1.0,1.0,-3.7852718513420425,0.0,1.0,0.0,-6.151645207439205,0.0,1.0,-6.151645207439205,0.0,1.0,-3.529411764705903,0.0,1.0,1.0,-6.151645207439205,0.0,1.0,0.0
